ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
FD,7.35,reg,0.014394261,Fruits and Vegetables,241.3512,45,22,Small,Tier 2,Supermarket Type1,5331.7264
FD,12.987879554655871,reg,0.04022593,Snack Foods,210.9928,19,39,Small,Tier 1,Grocery Store,210.3928
FD,5.925,reg,0.09644909,Dairy,43.8086,35,20,Small,Tier 2,Supermarket Type1,312.2602
DR,16.75,reg,0.024848788,Soft Drinks,39.9822,35,20,Small,Tier 2,Supermarket Type1,746.3618
DR,6.135,lf,0.079132212,Soft Drinks,112.686,45,22,Small,Tier 2,Supermarket Type1,2942.836
FD,16.0,reg,0.09942555,Frozen Foods,87.0856,49,25,Medium,Tier 1,Supermarket Type1,527.3136
DR,15.2,lf,0.112896669,Soft Drinks,36.0848,46,27,Small,Tier 1,Supermarket Type1,1193.1136
NC,13.14231395348837,lf,0.032463574,Health and Hygiene,139.9154,27,39,Medium,Tier 3,Supermarket Type3,4963.539
DR,14.15,lf,0.042180995,Dairy,52.0982,46,27,Small,Tier 1,Supermarket Type1,578.5802
FD,9.21,lf,0.008782561,Fruits and Vegetables,119.8414,45,22,Small,Tier 2,Supermarket Type1,1340.2554
FD,13.224769381746812,lf,0.056685383,Fruits and Vegetables,178.437,27,39,Medium,Tier 3,Supermarket Type3,3175.866
FD,13.35,reg,0.149338159,Snack Foods,178.666,35,20,Small,Tier 2,Supermarket Type1,1797.66
FD,9.8,lf,0.026992588,Meat,127.302,17,17,Small,Tier 2,Supermarket Type1,2277.036
DR,12.1,reg,0.061424738,Soft Drinks,56.7614,18,15,Medium,Tier 3,Supermarket Type2,1049.9666
FD,8.84,reg,0.076995176,Frozen Foods,112.0228,17,17,Small,Tier 2,Supermarket Type1,1215.7508
FD,9.27,reg,0.061775607,Dairy,150.105,35,20,Small,Tier 2,Supermarket Type1,2696.49
NC,14.65,lf,0.0,Others,53.8614,35,20,Small,Tier 2,Supermarket Type1,1105.228
FD,7.97,reg,0.021531416,Seafood,108.4596,35,20,Small,Tier 2,Supermarket Type1,3020.0688
FD,12.5,lf,0.020739698,Breads,198.9742,45,22,Small,Tier 2,Supermarket Type1,995.371
FD,17.5,lf,0.016720132,Meat,139.918,13,37,High,Tier 3,Supermarket Type1,419.454
DR,13.8,lf,0.058339153,Dairy,246.2802,18,15,Medium,Tier 3,Supermarket Type2,1228.401
NC,11.0,lf,0.037953762,Health and Hygiene,38.448,49,25,Medium,Tier 1,Supermarket Type1,1198.44
FD,5.765,lf,0.0821398,Baking Goods,37.2164,49,25,Medium,Tier 1,Supermarket Type1,579.246
FD,9.0,reg,0.0,Breakfast,55.2614,18,15,Medium,Tier 3,Supermarket Type2,552.614
FD,6.175,reg,0.179806961,Meat,95.2752,18,15,Medium,Tier 3,Supermarket Type2,1534.0032
FD,6.155,reg,0.158441218,Meat,213.756,10,26,Small,Tier 3,Grocery Store,852.224
FD,15.7,reg,0.0,Fruits and Vegetables,112.4544,13,37,High,Tier 3,Supermarket Type1,1230.3984
FD,12.0,lf,0.07554831,Baking Goods,121.9388,46,27,Small,Tier 1,Supermarket Type1,3219.8088
FD,12.35,reg,0.0,Baking Goods,76.2328,46,27,Small,Tier 1,Supermarket Type1,1544.656
NC,8.51,lf,0.051936086,Household,142.947,35,20,Small,Tier 2,Supermarket Type1,3006.087
FD,7.785,lf,0.089069748,Fruits and Vegetables,62.751,18,15,Medium,Tier 3,Supermarket Type2,1707.777
NC,6.965,lf,0.0,Household,159.6604,45,22,Small,Tier 2,Supermarket Type1,3327.6684
DR,13.35,lf,0.017857847,Dairy,77.5012,18,15,Medium,Tier 3,Supermarket Type2,1518.024
FD,11.65,lf,0.040507228,Fruits and Vegetables,186.924,35,20,Small,Tier 2,Supermarket Type1,2237.088
FD,14.8,reg,0.04407225,Breads,109.057,18,15,Medium,Tier 3,Supermarket Type2,1428.141
FD,11.65,reg,0.010909704,Meat,110.8544,13,37,High,Tier 3,Supermarket Type1,1677.816
FD,12.81734421364985,lf,0.032381325,Meat,166.1842,27,39,Medium,Tier 3,Supermarket Type3,5470.8786
FD,12.65,reg,0.156679617,Fruits and Vegetables,238.8538,18,15,Medium,Tier 3,Supermarket Type2,4566.7222
DR,8.85,reg,0.112840108,Soft Drinks,122.0388,49,25,Medium,Tier 1,Supermarket Type1,1238.388
FD,7.72,reg,0.051970838,Fruits and Vegetables,79.7986,35,20,Small,Tier 2,Supermarket Type1,2336.958
NC,16.2,lf,0.0,Household,190.8162,35,20,Small,Tier 2,Supermarket Type1,3271.0754
NC,11.5,lf,0.021020616,Health and Hygiene,130.7942,45,22,Small,Tier 2,Supermarket Type1,2782.3782
FD,7.36,lf,0.052418124,Frozen Foods,56.5588,45,22,Small,Tier 2,Supermarket Type1,801.6232
FD,11.1,reg,0.036027524,Frozen Foods,177.2712,46,27,Small,Tier 1,Supermarket Type1,3339.6528
FD,12.867061281337046,reg,0.037681359,Frozen Foods,125.1046,27,39,Medium,Tier 3,Supermarket Type3,3859.6426
FD,10.5,reg,0.0481669,Dairy,48.8376,13,37,High,Tier 3,Supermarket Type1,671.1264
NC,20.2,lf,0.074541867,Household,94.1462,18,15,Medium,Tier 3,Supermarket Type2,1758.3778
NC,13.14231395348837,lf,0.032099989,Health and Hygiene,164.1526,27,39,Medium,Tier 3,Supermarket Type3,2960.1468
NC,9.105,lf,0.038699553,Household,33.79,17,17,Small,Tier 2,Supermarket Type1,199.74
FD,7.36,lf,0.087559621,Frozen Foods,55.2588,10,26,Small,Tier 3,Grocery Store,229.0352
FD,13.15,lf,0.036746479,Frozen Foods,181.2976,45,22,Small,Tier 2,Supermarket Type1,3259.7568
DR,7.905,lf,0.064194304,Hard Drinks,229.4694,45,22,Small,Tier 2,Supermarket Type1,2055.3246
FD,8.63,lf,0.031271134,Snack Foods,186.0582,17,17,Small,Tier 2,Supermarket Type1,3900.9222
FD,12.867061281337046,lf,0.039631495,Frozen Foods,31.9558,27,39,Medium,Tier 3,Supermarket Type3,984.7182
FD,13.65,lf,0.036107198,Snack Foods,184.4924,18,15,Medium,Tier 3,Supermarket Type2,5182.5872
FD,18.2,reg,0.012254429,Fruits and Vegetables,59.9904,18,15,Medium,Tier 3,Supermarket Type2,644.4944
FD,16.1,lf,0.034306962,Fruits and Vegetables,252.3356,46,27,Small,Tier 1,Supermarket Type1,3815.034
FD,5.26,reg,0.041764487,Baking Goods,161.8868,35,20,Small,Tier 2,Supermarket Type1,3275.736
FD,8.235,lf,0.08259502,Baking Goods,149.1076,45,22,Small,Tier 2,Supermarket Type1,1182.4608
FD,8.71,reg,0.072301795,Canned,185.6924,45,22,Small,Tier 2,Supermarket Type1,3331.6632
FD,14.35,reg,0.091283986,Frozen Foods,232.6984,18,15,Medium,Tier 3,Supermarket Type2,2316.984
DR,9.895,lf,0.16817143,Soft Drinks,237.7564,45,22,Small,Tier 2,Supermarket Type1,3813.7024
FD,6.425,lf,0.01043823,Canned,115.8808,46,27,Small,Tier 1,Supermarket Type1,1757.712
NC,10.1,lf,0.056077574,Household,117.8492,46,27,Small,Tier 1,Supermarket Type1,1621.8888
FD,15.2,lf,0.153592956,Snack Foods,228.0352,10,26,Small,Tier 3,Grocery Store,458.0704
FD,4.635,lf,0.140889111,Breads,127.0994,46,27,Small,Tier 1,Supermarket Type1,1927.491
FD,12.15,lf,0.131921819,Frozen Foods,246.346,17,17,Small,Tier 2,Supermarket Type1,739.038
FD,10.0,reg,0.063121982,Frozen Foods,231.7668,13,37,High,Tier 3,Supermarket Type1,460.7336
FD,19.6,lf,0.039569689,Snack Foods,165.9526,35,20,Small,Tier 2,Supermarket Type1,2631.2416
FD,12.277108208955223,lf,0.056161529,Baking Goods,246.9118,27,39,Medium,Tier 3,Supermarket Type3,5681.2714
FD,17.75,reg,0.157470693,Dairy,239.1538,18,15,Medium,Tier 3,Supermarket Type2,4326.3684
FD,13.5,lf,0.0,Baking Goods,84.554,18,15,Medium,Tier 3,Supermarket Type2,778.986
NC,5.11,lf,0.034868095,Household,163.821,35,20,Small,Tier 2,Supermarket Type1,2120.573
FD,7.68,lf,0.118672537,Fruits and Vegetables,192.2162,10,26,Small,Tier 3,Grocery Store,384.8324
FD,10.895,lf,0.064621927,Fruits and Vegetables,196.6794,13,37,High,Tier 3,Supermarket Type1,1170.4764
NC,5.51,lf,0.034445116,Health and Hygiene,95.8726,13,37,High,Tier 3,Supermarket Type1,2153.1972
FD,18.85,lf,0.036184755,Meat,58.5562,18,15,Medium,Tier 3,Supermarket Type2,770.3306
NC,7.725,reg,0.048661041,Household,123.7414,10,26,Small,Tier 3,Grocery Store,121.8414
DR,12.65,lf,0.105265475,Soft Drinks,159.9578,10,26,Small,Tier 3,Grocery Store,962.7468
FD,15.15,reg,0.066311153,Frozen Foods,145.776,45,22,Small,Tier 2,Supermarket Type1,3954.852
FD,9.0,lf,0.0,Canned,79.7644,35,20,Small,Tier 2,Supermarket Type1,1649.8524
FD,10.895,lf,0.136810742,Dairy,263.0568,46,27,Small,Tier 1,Supermarket Type1,527.3136
FD,15.25,lf,0.02671821,Snack Foods,85.2198,18,15,Medium,Tier 3,Supermarket Type2,1482.7366
FD,17.7,lf,0.030060895,Snack Foods,166.4816,18,15,Medium,Tier 3,Supermarket Type2,2013.3792
FD,12.552843137254904,reg,0.13956116,Seafood,170.4764,27,39,Medium,Tier 3,Supermarket Type3,3435.528
FD,15.1,lf,0.076505799,Baking Goods,91.583,17,17,Small,Tier 2,Supermarket Type1,539.298
DR,16.1,reg,0.023625114,Soft Drinks,189.3846,45,22,Small,Tier 2,Supermarket Type1,3630.6074
FD,11.6,reg,0.144832027,Dairy,239.8222,17,17,Small,Tier 2,Supermarket Type1,4063.3774
FD,16.7,reg,0.062044506,Snack Foods,57.4562,46,27,Small,Tier 1,Supermarket Type1,948.0992
FD,13.3,reg,0.071439051,Fruits and Vegetables,61.0536,35,20,Small,Tier 2,Supermarket Type1,1898.8616
FD,13.35,lf,0.139426044,Frozen Foods,148.3392,35,20,Small,Tier 2,Supermarket Type1,3877.6192
NC,15.2,lf,0.097043739,Health and Hygiene,116.8492,35,20,Small,Tier 2,Supermarket Type1,2664.5316
FD,12.81734421364985,lf,0.155541973,Meat,159.7578,27,39,Medium,Tier 3,Supermarket Type3,641.8312
FD,6.055,lf,0.031151714,Fruits and Vegetables,158.7578,49,25,Medium,Tier 1,Supermarket Type1,2085.9514
FD,12.81734421364985,lf,0.079243005,Meat,65.8826,27,39,Medium,Tier 3,Supermarket Type3,1614.565
DR,11.847459893048129,reg,0.094916347,Soft Drinks,172.3106,27,39,Medium,Tier 3,Supermarket Type3,4277.765
NC,17.35,lf,0.020555958,Others,79.4618,35,20,Small,Tier 2,Supermarket Type1,1772.3596
DR,11.85,lf,0.13267058,Dairy,96.4726,46,27,Small,Tier 1,Supermarket Type1,978.726
FD,12.5,reg,0.109900843,Fruits and Vegetables,83.0592,13,37,High,Tier 3,Supermarket Type1,743.0328
FD,7.825,reg,0.149890395,Frozen Foods,159.0288,13,37,High,Tier 3,Supermarket Type1,1257.0304
NC,19.6,lf,0.023988387,Household,104.5964,49,25,Medium,Tier 1,Supermarket Type1,1262.3568
DR,10.1,lf,0.046545786,Hard Drinks,59.9878,13,37,High,Tier 3,Supermarket Type1,484.7024
FD,8.645,lf,0.021619564,Canned,50.6982,49,25,Medium,Tier 1,Supermarket Type1,736.3748
FD,9.195,reg,0.118149377,Snack Foods,160.5578,17,17,Small,Tier 2,Supermarket Type1,1283.6624
FD,12.987879554655871,lf,0.048830264,Snack Foods,113.1176,27,39,Medium,Tier 3,Supermarket Type3,2404.8696
FD,12.277108208955223,lf,0.133198355,Baking Goods,91.083,19,39,Small,Tier 1,Grocery Store,89.883
NC,18.35,lf,0.014103354,Household,225.4746,17,17,Small,Tier 2,Supermarket Type1,1346.2476
FD,17.6,lf,0.056379439,Frozen Foods,42.7454,49,25,Medium,Tier 1,Supermarket Type1,293.6178
FD,8.96,reg,0.069078149,Fruits and Vegetables,197.7768,45,22,Small,Tier 2,Supermarket Type1,3153.2288
FD,16.0,reg,0.193477995,Fruits and Vegetables,55.9246,10,26,Small,Tier 3,Grocery Store,405.4722
FD,18.25,reg,0.183579854,Dairy,110.857,49,25,Medium,Tier 1,Supermarket Type1,1977.426
DR,8.395,lf,0.07226985,Hard Drinks,254.104,18,15,Medium,Tier 3,Supermarket Type2,3542.056
DR,9.395,reg,0.109075742,Soft Drinks,42.9112,35,20,Small,Tier 2,Supermarket Type1,426.112
FD,19.7,reg,0.081193712,Baking Goods,198.411,17,17,Small,Tier 2,Supermarket Type1,2553.343
FD,7.97,lf,0.021623214,Seafood,107.6596,18,15,Medium,Tier 3,Supermarket Type2,1833.6132
FD,11.5,lf,0.014944614,Starchy Foods,171.808,17,17,Small,Tier 2,Supermarket Type1,5712.564
FD,9.3,lf,0.066918731,Frozen Foods,184.2292,45,22,Small,Tier 2,Supermarket Type1,1641.8628
FD,5.82,reg,0.077756427,Fruits and Vegetables,254.533,17,17,Small,Tier 2,Supermarket Type1,1281.665
FD,17.85,lf,0.052471995,Snack Foods,123.7072,17,17,Small,Tier 2,Supermarket Type1,2450.144
FD,10.0,lf,0.025827199,Canned,263.2226,46,27,Small,Tier 1,Supermarket Type1,3700.5164
FD,13.224769381746812,lf,0.070556945,Fruits and Vegetables,191.2162,27,39,Medium,Tier 3,Supermarket Type3,7504.2318
FD,14.15,lf,0.0,Canned,253.7014,45,22,Small,Tier 2,Supermarket Type1,5865.0322
FD,17.2,reg,0.012036432,Canned,165.7184,45,22,Small,Tier 2,Supermarket Type1,1816.3024
DR,20.75,lf,0.021293097,Soft Drinks,151.9024,45,22,Small,Tier 2,Supermarket Type1,2732.4432
FD,12.867061281337046,reg,0.060134441,Frozen Foods,153.0656,27,39,Medium,Tier 3,Supermarket Type3,6024.1584
FD,9.195,reg,0.077995641,Meat,107.1596,13,37,High,Tier 3,Supermarket Type1,2804.3496
FD,15.85,lf,0.078540095,Canned,36.3506,35,20,Small,Tier 2,Supermarket Type1,607.2096
FD,12.277108208955223,reg,0.049381406,Baking Goods,226.8062,27,39,Medium,Tier 3,Supermarket Type3,4739.8302
FD,10.195,lf,0.107834541,Snack Foods,146.5076,18,15,Medium,Tier 3,Supermarket Type2,1330.2684
FD,12.6,lf,0.09619424,Snack Foods,210.8612,35,20,Small,Tier 2,Supermarket Type1,1254.3672
FD,10.0,lf,0.0,Fruits and Vegetables,246.9144,18,15,Medium,Tier 3,Supermarket Type2,3185.1872
NC,8.88,lf,0.099024124,Household,208.527,18,15,Medium,Tier 3,Supermarket Type2,3145.905
FD,19.0,reg,0.10361083,Fruits and Vegetables,228.372,49,25,Medium,Tier 1,Supermarket Type1,905.488
NC,13.853284671532847,lf,0.040520754,Others,153.934,19,39,Small,Tier 1,Grocery Store,153.134
FD,9.8,reg,0.14118383,Baking Goods,50.5008,18,15,Medium,Tier 3,Supermarket Type2,253.004
FD,13.1,reg,0.044281996,Fruits and Vegetables,178.5318,45,22,Small,Tier 2,Supermarket Type1,3067.3406
FD,16.7,lf,0.022065676,Dairy,110.5886,46,27,Small,Tier 1,Supermarket Type1,1556.6404
FD,10.85,lf,0.162571649,Snack Foods,107.4622,45,22,Small,Tier 2,Supermarket Type1,529.311
FD,11.1,lf,0.135416391,Snack Foods,218.3482,45,22,Small,Tier 2,Supermarket Type1,2847.6266
FD,12.768202247191013,lf,0.021273161,Breakfast,229.1326,27,39,Medium,Tier 3,Supermarket Type3,7393.0432
FD,7.59,reg,0.145335007,Fruits and Vegetables,173.108,45,22,Small,Tier 2,Supermarket Type1,2077.296
FD,12.8,lf,0.076369874,Fruits and Vegetables,97.241,18,15,Medium,Tier 3,Supermarket Type2,1448.115
FD,19.6,reg,0.128235131,Snack Foods,169.2816,49,25,Medium,Tier 1,Supermarket Type1,1174.4712
DR,11.847459893048129,lf,0.060805497,Soft Drinks,150.8024,27,39,Medium,Tier 3,Supermarket Type3,3339.6528
NC,13.384736495388669,reg,0.02746599,Household,181.5976,19,39,Small,Tier 1,Grocery Store,543.2928
FD,12.987879554655871,reg,0.044764726,Snack Foods,102.4016,27,39,Medium,Tier 3,Supermarket Type3,2428.8384
FD,19.35,reg,0.082731751,Baking Goods,49.2034,17,17,Small,Tier 2,Supermarket Type1,777.6544
NC,6.57,lf,0.096799953,Household,192.382,13,37,High,Tier 3,Supermarket Type1,4247.804
FD,11.8,reg,0.014087057,Frozen Foods,180.3344,46,27,Small,Tier 1,Supermarket Type1,1427.4752
FD,13.65,reg,0.078946455,Dairy,186.024,45,22,Small,Tier 2,Supermarket Type1,1118.544
FD,6.36,lf,0.120443298,Fruits and Vegetables,45.406,13,37,High,Tier 3,Supermarket Type1,1118.544
NC,13.384736495388669,lf,0.028410335,Household,158.0604,27,39,Medium,Tier 3,Supermarket Type3,4595.3516
NC,12.65,lf,0.047333044,Others,113.8202,45,22,Small,Tier 2,Supermarket Type1,1800.3232
NC,9.6,lf,0.029619203,Household,43.6086,13,37,High,Tier 3,Supermarket Type1,624.5204
FD,17.1,reg,0.07436116,Fruits and Vegetables,206.1638,18,15,Medium,Tier 3,Supermarket Type2,4141.276
NC,5.175,lf,0.030527166,Health and Hygiene,33.5874,17,17,Small,Tier 2,Supermarket Type1,635.1732
DR,12.1,lf,0.011539622,Dairy,163.5526,46,27,Small,Tier 1,Supermarket Type1,2302.3364
FD,8.71,reg,0.072155462,Canned,183.3924,46,27,Small,Tier 1,Supermarket Type1,3146.5708
FD,13.224769381746812,lf,0.054806734,Fruits and Vegetables,145.1444,27,39,Medium,Tier 3,Supermarket Type3,3918.8988
FD,17.85,lf,0.046707264,Meat,152.6682,49,25,Medium,Tier 1,Supermarket Type1,1829.6184
FD,12.867061281337046,lf,0.011556919,Frozen Foods,94.741,27,39,Medium,Tier 3,Supermarket Type3,1641.197
NC,13.0,lf,0.099729888,Household,46.306,18,15,Medium,Tier 3,Supermarket Type2,559.272
NC,13.85,lf,0.031402114,Others,40.248,45,22,Small,Tier 2,Supermarket Type1,319.584
FD,5.46,reg,0.032308482,Canned,185.224,18,15,Medium,Tier 3,Supermarket Type2,2423.512
DR,17.25,reg,0.0,Dairy,171.5764,45,22,Small,Tier 2,Supermarket Type1,4637.9628
FD,20.1,reg,0.0,Frozen Foods,152.2366,10,26,Small,Tier 3,Grocery Store,151.1366
NC,18.0,lf,0.015447454,Health and Hygiene,159.2604,35,20,Small,Tier 2,Supermarket Type1,3961.51
FD,10.8,lf,0.098566832,Meat,98.3042,49,25,Medium,Tier 1,Supermarket Type1,1488.063
FD,12.305705009276437,lf,0.037131628,Canned,216.4824,19,39,Small,Tier 1,Grocery Store,218.3824
FD,7.485,lf,0.069405301,Snack Foods,112.1228,18,15,Medium,Tier 3,Supermarket Type2,1105.228
FD,12.987879554655871,lf,0.054443762,Snack Foods,184.6582,19,39,Small,Tier 1,Grocery Store,185.7582
NC,8.51,lf,0.05190268,Household,142.247,13,37,High,Tier 3,Supermarket Type1,2862.94
FD,15.0,reg,0.0268952,Baking Goods,220.3456,45,22,Small,Tier 2,Supermarket Type1,1989.4104
DR,9.5,lf,0.142425145,Hard Drinks,189.9872,10,26,Small,Tier 3,Grocery Store,756.3488
FD,12.65,lf,0.123726711,Meat,107.7938,17,17,Small,Tier 2,Supermarket Type1,2251.0698
FD,12.987879554655871,lf,0.164006137,Snack Foods,113.2834,19,39,Small,Tier 1,Grocery Store,575.917
NC,20.2,lf,0.112227747,Household,123.5046,13,37,High,Tier 3,Supermarket Type1,2739.1012
FD,9.5,reg,0.02210346,Meat,194.7452,45,22,Small,Tier 2,Supermarket Type1,1370.2164
FD,13.224769381746812,reg,0.085392428,Fruits and Vegetables,226.7694,27,39,Medium,Tier 3,Supermarket Type3,6165.9738
FD,18.85,lf,0.055671582,Baking Goods,133.3284,17,17,Small,Tier 2,Supermarket Type1,263.6568
FD,10.695,reg,0.060912865,Breakfast,173.8712,18,15,Medium,Tier 3,Supermarket Type2,4570.0512
DR,8.93,lf,0.028533032,Dairy,151.434,18,15,Medium,Tier 3,Supermarket Type2,1225.072
FD,7.81,reg,0.055451725,Canned,122.6046,18,15,Medium,Tier 3,Supermarket Type2,2365.5874
FD,20.85,reg,0.062212713,Baking Goods,88.1514,35,20,Small,Tier 2,Supermarket Type1,1151.1682
NC,14.6,lf,0.025742955,Household,197.1084,49,25,Medium,Tier 1,Supermarket Type1,4761.8016
FD,9.5,lf,0.074496043,Snack Foods,251.9724,45,22,Small,Tier 2,Supermarket Type1,2516.724
FD,13.5,reg,0.128791854,Starchy Foods,95.4068,35,20,Small,Tier 2,Supermarket Type1,1944.136
FD,16.7,lf,0.070297175,Dairy,216.385,45,22,Small,Tier 2,Supermarket Type1,3678.545
FD,11.346936274509805,reg,0.075142108,Breads,145.8444,27,39,Medium,Tier 3,Supermarket Type3,3773.7544
DR,16.75,reg,0.024832806,Soft Drinks,38.7822,13,37,High,Tier 3,Supermarket Type1,667.7974
FD,6.65,lf,0.087669485,Fruits and Vegetables,127.2678,46,27,Small,Tier 1,Supermarket Type1,2416.1882
FD,5.765,lf,0.081944045,Baking Goods,36.7164,13,37,High,Tier 3,Supermarket Type1,849.5608
FD,7.035,lf,0.021938404,Frozen Foods,264.691,18,15,Medium,Tier 3,Supermarket Type2,5785.802
NC,8.695,lf,0.119513002,Household,93.4094,35,20,Small,Tier 2,Supermarket Type1,856.8846
FD,15.2,lf,0.019142452,Snack Foods,237.5248,17,17,Small,Tier 2,Supermarket Type1,3318.3472
FD,17.25,lf,0.073135768,Canned,77.2986,18,15,Medium,Tier 3,Supermarket Type2,1012.6818
FD,11.1,reg,0.03623131,Frozen Foods,175.0712,17,17,Small,Tier 2,Supermarket Type1,3339.6528
FD,16.35,lf,0.0,Fruits and Vegetables,196.3426,18,15,Medium,Tier 3,Supermarket Type2,1384.1982
NC,12.6,lf,0.083221904,Household,174.5054,17,17,Small,Tier 2,Supermarket Type1,2626.581
DR,9.395,lf,0.160235723,Soft Drinks,227.872,17,17,Small,Tier 2,Supermarket Type1,1584.604
FD,10.0,lf,0.046043736,Frozen Foods,140.618,18,15,Medium,Tier 3,Supermarket Type2,2376.906
FD,15.1,reg,0.087542757,Fruits and Vegetables,219.8456,49,25,Medium,Tier 1,Supermarket Type1,6189.2768
FD,19.85,lf,0.054015429,Seafood,196.3768,35,20,Small,Tier 2,Supermarket Type1,4138.6128
FD,12.867061281337046,reg,0.042270751,Frozen Foods,162.521,27,39,Medium,Tier 3,Supermarket Type3,4567.388
FD,15.2,lf,0.019064377,Snack Foods,238.2248,49,25,Medium,Tier 1,Supermarket Type1,3555.372
DR,13.85,lf,0.030969274,Soft Drinks,140.9154,17,17,Small,Tier 2,Supermarket Type1,1701.7848
DR,8.775,lf,0.109911272,Dairy,41.9428,46,27,Small,Tier 1,Supermarket Type1,1537.998
FD,11.15,lf,0.120139206,Dairy,45.0744,49,25,Medium,Tier 1,Supermarket Type1,452.744
FD,9.3,lf,0.043141572,Fruits and Vegetables,90.4172,18,15,Medium,Tier 3,Supermarket Type2,1249.0408
FD,19.2,lf,0.12475207,Canned,90.9488,17,17,Small,Tier 2,Supermarket Type1,633.8416
DR,4.59,lf,0.070721656,Soft Drinks,113.286,13,37,High,Tier 3,Supermarket Type1,1471.418
FD,13.224769381746812,reg,0.0,Fruits and Vegetables,188.2556,27,39,Medium,Tier 3,Supermarket Type3,4693.89
DR,7.27,reg,0.071064499,Soft Drinks,114.4518,35,20,Small,Tier 2,Supermarket Type1,1366.2216
NC,19.35,lf,0.0,Health and Hygiene,65.3168,10,26,Small,Tier 3,Grocery Store,191.7504
FD,13.42606890459364,lf,0.005209791,Dairy,265.2884,27,39,Medium,Tier 3,Supermarket Type3,3179.8608
FD,12.81734421364985,reg,0.094201477,Meat,213.356,27,39,Medium,Tier 3,Supermarket Type3,6817.792
DR,18.25,lf,0.044430561,Hard Drinks,174.208,18,15,Medium,Tier 3,Supermarket Type2,2596.62
NC,14.65,lf,0.0,Household,161.5552,10,26,Small,Tier 3,Grocery Store,324.9104
FD,19.5,reg,0.03075661,Canned,86.254,45,22,Small,Tier 2,Supermarket Type1,2163.85
FD,5.88,reg,0.030247903,Frozen Foods,101.399,46,27,Small,Tier 1,Supermarket Type1,2063.98
NC,19.1,lf,0.177236497,Household,172.3422,35,20,Small,Tier 2,Supermarket Type1,2586.633
FD,12.3,lf,0.037014587,Snack Foods,115.1834,45,22,Small,Tier 2,Supermarket Type1,1958.1178
FD,18.6,reg,0.151931742,Breakfast,101.1358,13,37,High,Tier 3,Supermarket Type1,1105.8938
NC,17.0,lf,0.052209303,Health and Hygiene,122.373,46,27,Small,Tier 1,Supermarket Type1,2586.633
DR,18.35,lf,0.041634206,Hard Drinks,188.1872,13,37,High,Tier 3,Supermarket Type1,3781.744
FD,19.0,lf,0.067722325,Snack Foods,130.8626,18,15,Medium,Tier 3,Supermarket Type2,1573.9512
FD,8.895,reg,0.13842353,Frozen Foods,163.0236,17,17,Small,Tier 2,Supermarket Type1,1127.8652
NC,8.275,lf,0.110913601,Household,106.3306,17,17,Small,Tier 2,Supermarket Type1,1254.3672
FD,12.15,reg,0.042277867,Canned,126.5046,13,37,High,Tier 3,Supermarket Type1,373.5138
DR,7.63,lf,0.061313057,Soft Drinks,93.3436,18,15,Medium,Tier 3,Supermarket Type2,1323.6104
DR,10.6,lf,0.056785183,Dairy,231.9642,35,20,Small,Tier 2,Supermarket Type1,2091.2778
FD,20.2,reg,0.117339056,Baking Goods,195.011,35,20,Small,Tier 2,Supermarket Type1,2749.754
FD,11.346936274509805,reg,0.04368089,Breads,110.157,27,39,Medium,Tier 3,Supermarket Type3,2306.997
FD,13.6,reg,0.049579883,Frozen Foods,110.0912,35,20,Small,Tier 2,Supermarket Type1,1965.4416
FD,20.2,reg,0.117543713,Baking Goods,197.311,49,25,Medium,Tier 1,Supermarket Type1,3338.987
FD,12.3,reg,0.106542886,Fruits and Vegetables,173.2396,45,22,Small,Tier 2,Supermarket Type1,3139.9128
FD,18.2,lf,0.08982696,Fruits and Vegetables,197.111,13,37,High,Tier 3,Supermarket Type1,589.233
NC,13.853284671532847,lf,0.210596485,Others,144.747,19,39,Small,Tier 1,Grocery Store,143.147
FD,11.3,reg,0.067001825,Frozen Foods,259.1962,18,15,Medium,Tier 3,Supermarket Type2,5438.9202
FD,14.0,reg,0.135775701,Frozen Foods,54.564,46,27,Small,Tier 1,Supermarket Type1,1597.92
FD,16.2,reg,0.128682722,Frozen Foods,178.437,45,22,Small,Tier 2,Supermarket Type1,1058.622
FD,7.785,lf,0.140121306,Dairy,102.5306,18,15,Medium,Tier 3,Supermarket Type2,1358.8978
FD,6.635,reg,0.006335942,Baking Goods,121.8098,49,25,Medium,Tier 1,Supermarket Type1,2048.6666
FD,5.095,reg,0.129766301,Snack Foods,141.6838,45,22,Small,Tier 2,Supermarket Type1,3231.1274
FD,10.5,reg,0.041387618,Fruits and Vegetables,40.1164,35,20,Small,Tier 2,Supermarket Type1,849.5608
FD,8.63,reg,0.047329385,Canned,174.1422,10,26,Small,Tier 3,Grocery Store,517.3266
FD,9.195,reg,0.064014173,Frozen Foods,83.3566,46,27,Small,Tier 1,Supermarket Type1,1437.4622
FD,9.285,reg,0.020989132,Snack Foods,158.6578,13,37,High,Tier 3,Supermarket Type1,2406.867
NC,9.195,lf,0.048134591,Household,107.7622,49,25,Medium,Tier 1,Supermarket Type1,529.311
DR,13.8,lf,0.097251621,Dairy,245.7802,10,26,Small,Tier 3,Grocery Store,245.6802
FD,7.935,lf,0.017253305,Dairy,51.435,17,17,Small,Tier 2,Supermarket Type1,499.35
